codigo;razao;fantasia;cidade;vendedor;estatus;semana;rota
8033;FRANCISCO LELIS CAPOZZOLI REST E POUS ME;FRANCISCO LELIS CAPO;CAMBUI;33;ATIVO;QUI;103
8035;RICARDO DA SILVEIRA BUENO;RICARDO DA SILVEIRA;BUENO BRANDAO;46;ATIVO;SEG;251
8037;MAURICIO RIBAS LIED;RESTAURANTE ESTRELA DA MATA;BORDA DA MATA;46;ATIVO;QUI;204
8078;VALMIR PAULO DA SILVA;VALMIR PAULO DA SILVA;CAMBUI;33;ATIVO;SEG;101
8087;JOSE FERNANDO DA SILVA 59660511949;BAR DO ZE FERNANDO;MONTE SIAO;48;ATIVO;QUI;602
8093;RAFAEL PEREIRA DA SILVA ME;EUROPAN;EXTREMA;40;ATIVO;SEG;409
8102;EXTREMA DOCES E MINI MERCADO LTDA;EXTREMA DOCES;EXTREMA;40;ATIVO;QUA;402
8111;IVONI PEREIRA DE BRITO ME;PANIFICADORA BRITO;ITAPEVA;42;ATIVO;TER;501
8120;AUTO POSTO PETRO CENTER LTDA;AUTO POSTO PETRO CENTER;MONTE SIAO;48;ATIVO;QUI;604
8126;JOSE BENEDITO SIMOES;JOSE BENEDITO SIMOES;OURO FINO;46;ATIVO;SEG;251
8127;EDSON BARTOLOMEU DA SILVA;EDSON BARTOLOMEU DA SILVA;CAMBUI;33;ATIVO;QUA;104
8143;LEONARDO PADILHA DE PADUA  ME;PADARIA E CONFEITARIA;OURO FINO;45;ATIVO;QUA;703
8144;SUPERMERCADO GODOY LTDA;:SUPERMERCADO GODOY;TOLEDO;13;ATIVO;QUA;853
8145;SEBASTIAO DONIZETE DE SOUZA;SEBASTIAO DONIZETE DE SOUZA;CAMBUI;33;ATIVO;QUI;103
8148;GUADALUPE HELENA GOUVEA DE FREITAS;GUADALUPE HELENA GOU;BORDA DA MATA;46;ATIVO;QUI;202
8150;REGINALDO DA SILVA;DOCE SABOR;JACUTINGA;48;ATIVO;SEG;551
8156;R. A. SARTI COMERCIO DE LUBRIFICANTES LTDA.;CASA DO OLEO;EXTREMA;40;ATIVO;QUA;402
8171;LANCHONETE ELIANA & CIA LTDA;LANCHONETE ELIANA & CIA.;JACUTINGA;48;ATIVO;QUA;556
8186;SILVANA DA FONSECA;SILVANA DA FONSECA;CAMBUI;33;ATIVO;TER;102
8190;DANIELLI LEMES CARDOSO OLBI 04142471678;PIZZARIA BELLA TOSCANA;MONTE SIAO;48;ATIVO;TER;601
8219;SUPERMERCADOS BALEIA LTDA;SUPERMERCADO BALEIA;BORDA DA MATA;47;ATIVO;QUA;203
8221;JOSE MASCIEL GOVEIA  ME;BAR DO ZE CEARA;EXTREMA;40;ATIVO;SEG;409
8229;HOTEL HCBOI LTDA;HOTEL HCBOI LTDA - EPP;CAMANDUCAIA;14;ATIVO;SEG;305
8237;VLADILEIA APARECIDA DE FREITAS;VLADILEIA APARECIDA DE FREITAS;MUNHOZ;13;ATIVO;TER;651
8241;LEONILDA APARECIDA DOS SANTOS-RESTAURANTE;RESTAURANTE BOM APETITE II;CAMBUI;33;ATIVO;QUA;104
8262;CARLOS HENRIQUE LOPES 80011047615;CARLOS HENRIQUE LOPES;CAMBUI;33;ATIVO;SEG;101
8268;MP CONVENIENCIA LTDA  ME;MP CONVENIENCIA;CAMBUI;33;ATIVO;TER;102
8275;WILSON ALVES DE GUSMAO;PASTELARIA DO ALFRED;BORDA DA MATA;46;ATIVO;QUI;202
8284;CLEIDE ANTONIO DE OLIVEIRA;KI MASSA;BUENO BRANDAO;46;ATIVO;SEG;251
8291;ELIANE OLIVEIRA DA SILVA;ELIANE OLIVEIRA DA SILVA;EXTREMA;40;ATIVO;TER;401
8295;GERALDO INACIO RAMALHO NETO 08210936654;NETO LANCHES;MUNHOZ;13;ATIVO;TER;651
8306;JOSE VALTER DE FREITAS;JOSE VALTER DE FREITAS;OURO FINO;45;ATIVO;TER;702
8308;ANDREIA APARECIDA DOS SANTOS;ANDREIA APARECIDA DO SANTOS;OURO FINO;45;ATIVO;QUA;703
8323;SELMA ALVES DE OLIVEIRA;SELMA ALVES DE OLIVE;BUENO BRANDAO;46;ATIVO;SEG;250
8328;LUIZ ANTONIO DE OLIVEIRA;LUIZ ANTONIO DE OLIVEIRA;MUNHOZ;13;ATIVO;TER;651
8333;ROGERIO COSTA MILETI ME;RANCHO GASTRONOMICO;CAMBUI;13;ATIVO;QUI;502
8335;SERGIO DE LIMA STEKHARDT 11578234832;SERGIO DE LIMA STEKHARDT;BUENO BRANDAO;46;ATIVO;SEG;250
8339;PADARIA DOCURA MALUCA II LTDA  ME;PADARIA DOCURA MALUCA;EXTREMA;40;ATIVO;QUA;402
8342;LMD LANCHONETE LTDA;BAR E LANCHONETE DO NENE;INCONFIDENTES;46;ATIVO;TER;451
8347;TOMAS DE OLIVEIRA RANGEL DOS SANTOS;TOMAS FUNCIONARIO;CAMBUI;10;ATIVO;SEG;2
8349;BELLA DE MINAS PAES E DOCES LTDA  ME;BELLA DE MINAS PAES;MONTE SIAO;48;ATIVO;QUI;602
8364;SAMUEL ARAUJO OLIVEIRA;SAMUEL AJUDANTE;CAMBUI;10;ATIVO;SAB;2
8370;SUPERMERCADO RIO BRANCO CAMANDUCAIA LTDA;SUPERMERCADO AVENIDA;CAMANDUCAIA;14;ATIVO;QUA;303
8378;JOSE ROBERTO RIBEIRO;BAR DO ROBERTO;MONTE SIAO;48;ATIVO;QUI;602
8379;LEVI GONCALVES DO NASCIMENTO;SUPERMERCADO LEVI;MUNHOZ;13;ATIVO;TER;651
8384;JESSICA SUELEN DE TOLEDO;JESSICA SUELEN DE TOLEDO;CAMANDUCAIA;42;ATIVO;QUI;301
8387;GILBERTO GONCALVES DE MORAES;BAR DO GIL;CAMANDUCAIA;42;ATIVO;QUA;302
8392;ASSIS ANTUNES DOS SANTOS JUNIOR  ME;PARADA DO PASTEL;EXTREMA;40;ATIVO;SEG;409
8396;ANA CAROLINA PIRES FELIPE ME;RESTAURANTE CANTINHO MINEIRO;ITAPEVA;42;ATIVO;TER;501
8398;REGIANE DA LUZ PEDROSO;NATURAL MINAS;ITAPEVA;42;ATIVO;TER;501
8419;ROSIMAR CARDOS BARBOSA;BAR VILA NOVA;MONTE SIAO;48;ATIVO;QUI;602
8420;CLAUDINEI PEREIRA;PONTO DE FAMILIA;MONTE SIAO;48;ATIVO;QUI;602
8422;SUELEM APARECIDA DO SANTOS;PADARIA DA SUELEM;BUENO BRANDAO;46;ATIVO;SEG;250
8424;MARCOS DE PAULA ALVES;BAR DO MARCAO;JACUTINGA;48;ATIVO;QUA;556
8428;DELFIM MOISES DE MORAES;DELFIM MOISES DE MOR;CAMBUI;35;ATIVO;QUI;152
8430;JOAO PAULO FERREIRA;JOAO PAULO FERREIRA;CAMBUI;33;ATIVO;TER;102
8431;EDEVALDO STEFAN KIS;GELA GUELA;CAMBUI;33;ATIVO;QUA;104
8432;MARCOS ANTONIO MOREIRA -CPF: 044.495.736-76;BAR SAO MARCOS;OURO FINO;45;ATIVO;TER;702
8433;PAO NOSSO CONFDOCERIA LTDA;PAO NOSSO;JACUTINGA;46;ATIVO;QUA;554
8434;LAERCIO ALVES DE GODOI;BAR DO LAERCIO;MONTE SIAO;48;ATIVO;QUI;602
8435;DORIELSON GOMES FREITAS 30854162852;SABOR & PROSA;MONTE SIAO;48;ATIVO;QUI;604
8436;HELENA DA SILVA LOPES PRADO  ME;HELENA DA SILVA LOPE;EXTREMA;35;ATIVO;TER;854
8439;WILLIAN GUSTAVO DOMINGUES;WILLIAN GUSTAVO MOTORISTA;CAMBUI;10;ATIVO;SEG;2
8449;HOTEL SAINT MICHEL LTDA;HOTEL SAINT MICHEL;CAMANDUCAIA;14;ATIVO;SEG;305
8453;JOSE NILTON ALVES;DOG CAR;BORDA DA MATA;46;ATIVO;QUI;202
8455;VALDIR ANTONIO PEREIRA;VALDIR;MUNHOZ;13;ATIVO;QUI;502
8459;ELAINE CRISTINA APARECIDO 00052467686;ELAINE CRISTINA APARECIDO;CAMBUI;33;ATIVO;QUA;104
8466;AMAURI ANTONIO DE ARAUJO;AMAURI ANTONIO DE ARAUJO;BOM REPOUSO;13;ATIVO;SEG;151
8470;VILLA MINEIRA CONVENIENCIA LTDA;VILA RAMOS CONVENIEN;EXTREMA;40;ATIVO;QUA;402
8474;ARQUIDIOCESE DE POUSO ALEGRE;PAROQUIA NSA APARECIDA;CAMBUI;33;ATIVO;TER;102
8505;FLAVIO MOISES ROMUALDO 26625801860;BAR DO FLAVIO;JACUTINGA;48;ATIVO;QUA;556
8527;PEDRO LUIZ LOPES DE SOUZA ME;ACOUGUE DO PEDRINHO;CAMBUI;33;ATIVO;SEG;101
8533;GR SA;7305 PANASONIC EXTREMA;BELO HORIZONTE;14;ATIVO;QUI;410
8534;JULIANE DE FATIMA ANDRADE;JULIANE DE FATIMA ANDRADE;ESTIVA;35;ATIVO;QUA;801
8537;MARLY PEREIRA ALMEIDA PRADO;BAR TUDO BOM;JACUTINGA;48;ATIVO;QUA;553
8540;JOSE BENEDITO DA SILVA ME;JOSE BENEDITO DA SILVA ME;ITAPEVA;42;ATIVO;TER;501
8544;DROGARIA RODRIGUES PEREIRA LTD;DROGARIA AVENIDA;CAMBUI;33;ATIVO;QUA;104
8547;14.470.639 LUIS AUGUSTO DOS REIS;LUIZINHO RESTAURANTE;JACUTINGA;46;ATIVO;QUA;554
8550;LIDIA DO CARMO BARBOSA FRAGA;CANTINA SANTA LUZIA;ITAPEVA;42;ATIVO;TER;501
8555;SIMONE RODRIGUES DA SILVA;SIMONE RODRIGUES DA SILVA;CAMBUI;33;ATIVO;SEG;101
8563;GIOVANE RIBEIRO THOMAZIM 46343449809;PIZZARIA BOM JESUS;MONTE SIAO;48;ATIVO;QUI;602
8570;GABRIELA GONCALVES DIAS;LANCHONETE DONA VANI;CAMBUI;33;ATIVO;QUA;104
8571;ELAINE CHRISTINA SIMOES DA COSTA BUENO;MINE MERCADO MAIS PE;OURO FINO;45;ATIVO;TER;702
8580;JOSE PEREIRA DA SILVA;LANCHONETE DO ZEZINHO;JACUTINGA;46;ATIVO;QUA;554
8594;RAFAEL JOSE DA SILVA;TAPIOCARIA;CAMANDUCAIA;42;ATIVO;QUA;302
8598;PALOMA IZABEL DA SILVA;PONTO DOS PAES;CAMBUI;33;ATIVO;QUI;103
8610;DENILSON JOSE CATALDO VIEIRA ME;ACAI SAUDE;JACUTINGA;48;ATIVO;SEG;552
8615;MARIA NEIDE DA SILVA ISIDORO ME;ACOUGUE DO SERAFIM;CAMANDUCAIA;42;ATIVO;QUA;302
8623;MARCIA BATISTA DA SILVA GARCIA 08522986681;MARCIA BATISTA DA SILVA;BORDA DA MATA;46;ATIVO;TER;452
8637;JONIVAL NOGUEIRA DE FREITAS;JONIVAL NOGUEIRA DE FREITAS;JACUTINGA;46;ATIVO;QUA;554
8642;DANTAS MERCEARIA LTDA;DANTAS;MUNHOZ;13;ATIVO;TER;652
8656;JOSE ANEZIO DA SILVA CPF 43766749668;ARMAZEM DO NEZINHO;MUNHOZ;13;ATIVO;TER;651
8679;ANA APARECIDA MARQUES DE OLIVEIRA;ANA APARECIDA MARQUE;CAMBUI;33;ATIVO;QUA;104
8680;RITA DE CASSIA SANTANA SILVA;RITA DE CASSIA SANTA;BORDA DA MATA;46;ATIVO;QUI;202
8683;LETICIA DA SILVA FERNANDES;RESTAURANTE A MINEIRA;JACUTINGA;48;ATIVO;QUA;556
8689;GENI APARECIDA PARMEJANO;MINI SALGADOS GOSTO;JACUTINGA;48;ATIVO;SEG;551
8696;PADARIA AVENIDA COMERCI DE PAES LTDA;PADARIA AVENIDA;CAMBUI;33;ATIVO;QUA;104
8700;CRISTIANE BEATRIZ MATEUS;SUPREMO SABOR;EXTREMA;40;ATIVO;QUI;400
8719;WANDERLEY DONIZETE DA SILVA LTDA;SUPER E PADARIA NOVA ITAPEVA;ITAPEVA;42;ATIVO;TER;501
8728;MICHELE BUENO DA SILVA 22252503831;EMPORIO POR DO SOL;EXTREMA;35;ATIVO;TER;854
8730;FABIANA DOS SANTOS FURQUIM DA SILVA 05754098600;FABIANA DOS SANTOS FURQUIM;BUENO BRANDAO;46;ATIVO;SEG;251
8733;COMERCIO DE BEBIDAS BEBI MAIS LTDA;BEBI MAIS;BORDA DA MATA;47;ATIVO;QUA;203
8737;PADARIA PALADARE LTDA ME;PADARIA PALADARE LTDA ME;EXTREMA;40;ATIVO;QUI;400
8739;MERCADINHO PAIS E FILHOS LTDA;MERCADINHO PAIS E FILHOS;EXTREMA;42;ATIVO;SEG;407
8741;WELLINGTON CHARLES GODOI CESAR;PASTEL DO MALUF;CAMANDUCAIA;35;ATIVO;SEG;304
8747;LARISSA PEREIRA DOS PASSOS ME;HOTEL FAZENDA DAS AM;EXTREMA;42;ATIVO;SEG;407
8756;19.548.989 TERESINHA BUENO ARRELARO;TERESINHA BUENO ARRELARO;BUENO BRANDAO;46;ATIVO;SEG;250
8760;DROGARIA SERAFIM & MELO LTDA;DROGARIA N. SRA DO CARMO;CAMBUI;33;ATIVO;QUI;103
8762;TIAGO DE MELO;PIZZARIA TIAGO;CAMANDUCAIA;42;ATIVO;QUA;302
8764;JOSE CARLOS FRANCISCO LEME;JOSE CARLOS FRANCISC;TOLEDO;13;ATIVO;QUA;851
8766;TERESSA'S BAR LTDA;TERESSA'S BAR;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
8768;ELIVELTON FELIPE TEIXEIRA DA SILVA;PADARIA NOSSA SRA APARECIDA;MUNHOZ;13;ATIVO;QUI;502
8769;DROGARIA SANTA CLARA DE CAMBUI LTDA  ME;DROGARIA SANTA CLARA;CAMBUI;33;ATIVO;QUA;104
8781;ELISANGELA DE FATIMA MACHADO BORGES 26857807850;ITATIBAR;CAMBUI;33;ATIVO;QUI;103
8783;DONIZETE MARCELO PEREIRA;MERCADINHO LEME S;TOLEDO;13;ATIVO;QUA;851
8787;ATAIDE LEMOS DA SILVA;ATAIDE LEMOS DA SILVA;OURO FINO;45;ATIVO;SEG;701
8801;19.180.871 JANE LUCIMARA REZENDE DA CUNHA;JANE LUCIMARA REZENDE;SENADOR AMARAL;13;ATIVO;QUI;751
8802;CASA DO PAO NONA ADELIA LTDA;CASA DO PAO NONA ADELIA;CAMANDUCAIA;14;ATIVO;SEG;305
8805;JULIANA DO CARMO COSTA 04246168661;JULIANA DO CARMO COSTA;OURO FINO;45;ATIVO;QUA;703
8814;22.644.877 JEAN BENEDITO JESUS MENEZES;JEAN BENEDITO JESUS MENEZES;CAMBUI;33;ATIVO;QUA;104
8817;LUXFARMA COMDE P FARMACEUTICOS LTDA ME;LUXFARMA;MONTE SIAO;48;ATIVO;TER;601
8825;F S BINELLI PADARIA ME;CASA DO PAO;OURO FINO;45;ATIVO;QUI;704
8826;COMERCIAL LOPES E NEVES LTDA.;MINAS AGUAS;EXTREMA;40;ATIVO;TER;401
8840;ALESSANDRO LAMBERT DA SILVA 04344096690;GRILINHO LANCHES;CAMBUI;33;ATIVO;SEG;101
8841;LUIZ APARECIDO ALVEZ;PADARIA J R;OURO FINO;45;ATIVO;QUI;704
8846;ANGELICA PRISCILA LAVELI DE PAULA;MERCADO PONTO CERTO;MUNHOZ;13;ATIVO;TER;651
8848;RESTAURANTE E CHURRASCARIA BATISTELLA DE ITAPEVA LTDA;GRUPO BATISTELLA;ITAPEVA;42;ATIVO;SEG;406
8849;LUCAS MOREIRA FLORIANO LTDA;ACAI DA GROTA;INCONFIDENTES;46;ATIVO;TER;451
8855;HOTEL VILLA LOBOS LTDA;HOTEL VILLA LOBOS;EXTREMA;40;ATIVO;SEG;411
8874;ALESSANDRA MARIA DE OLIVEIRA;SORVETERIA LEE VENDO;OURO FINO;45;ATIVO;SEG;701
8886;GERALDO OLIMPIO BEBIANO FILHO;CASA DA LAVOURA BEM;JACUTINGA;46;ATIVO;QUA;554
8896;FABRICACAO DE DOCES DOCURA DA FAZENDA LTDA;DOCES DA FAZENDA;CAMBUI;35;ATIVO;QUI;152
8898;ANDRADE E PEREIRA MEDICAMENTOS LTDA;DROGA MASTER;CAMBUI;33;ATIVO;QUA;104
8899;CAMBUI COMERCIO DE ALIMENTOS LTDA ME;ACAI VILLA ROXA CAMB;CAMBUI;33;ATIVO;QUI;103
8905;MARIA JOSE RIBEIRO;DELICIA CASEIRA;OURO FINO;10;ATIVO;SEG;703
8908;JULIANA APARECIDA BALBINO;RANCHO DO SANDRO;OURO FINO;48;ATIVO;QUA;556
8915;CICCONE E FREITAS LTDA;DROGARIA MINAS MASTER;OURO FINO;45;ATIVO;QUA;703
8925;MAURO DUART FILHO;BAR DO FRE;JACUTINGA;48;ATIVO;SEG;552
8927;JOSE LUIZ RODRIGUES;BAR DO ZE LUIZ;MONTE SIAO;48;ATIVO;TER;600
8930;ISRAEL ASSIS DE CASTRO;ISRAEL ASSIS DE CASTRO;BUENO BRANDAO;46;ATIVO;SEG;251
8966;POUSADA CANTOS E CONTOS LTDA;POUSADA CANTOS E CONTOS;CAMANDUCAIA;14;ATIVO;SEG;305
8970;MARIA APARECIDA DE MORAES CARVALHO;BOTECO BOCA DE LITRO;MUNHOZ;13;ATIVO;TER;651
8971;PATRICIA DE MELO DUARTE;AMERICANA DOCTORMINAS;BORDA DA MATA;46;ATIVO;QUI;202
8977;ALBERTO EDUARDO DA SILVA 03679342640;ALBERTO EDUARDO DA SILVA;CAMANDUCAIA;14;ATIVO;SEG;305
8978;RESTAURANTI O CAIPIRA  ME;REST O CAIPIRA;CAMANDUCAIA;35;ATIVO;SEG;304
8979;OSMAR CARLOS PINHEIRO;BAR E PIZZARIA SEM ROTINA;BUENO BRANDAO;46;ATIVO;SEG;250
8980;MAIQUE WILLIAM;MAIQUE WILLIAM;BUENO BRANDAO;46;ATIVO;SEG;251
8987;EUDINEDES ROBERTO OLIVOTI;BAR DO DININHO;EXTREMA;40;ATIVO;QUA;402
8990;24.065.710 TALITA SUELEN PEREIRA;TALITA SUELEN PEREIRA;CAMBUI;33;ATIVO;QUA;104
8991;SAMUEL ANDRADE OLIVEIRA 09293918617;SUPERMERCADO OLIVEIRA;BOM REPOUSO;13;ATIVO;SEG;151
8997;ANTONIO MARCOS ALVES DA SILVA;BAR DO MARQUINHO;INCONFIDENTES;46;ATIVO;TER;452
9008;MARCELY APARECIDA MANTOVANI  ME;MARCELY APARECIDA MA;SENADOR AMARAL;13;ATIVO;QUI;751
9009;GUSTAVO BIANEZZI CILIA EIRELI;BENDITTO CAFE GOURMET;CAMANDUCAIA;35;ATIVO;SEG;304
9012;FARMACIA DROGA CENTRO ME;FARMACIA DROGA CENTRO ME;EXTREMA;40;ATIVO;TER;401
9014;EGON BOETTCHER E FILHOS LTDA;CASA STRUDELL;CAMANDUCAIA;35;ATIVO;SEG;304
9016;ROSELI LUZIA DE REZENDE SATO;X PASTEL;CAMBUI;33;ATIVO;QUI;103
9018;YARA GONCALVES DOS SANTOS;SUPERMERCADO DOIS IRMAOS;BOM REPOUSO;13;ATIVO;SEG;150
9023;JOAO ROBERTO DOS SANTOS;PADARIA E LANCHONETE JR;CAMBUI;33;ATIVO;SEG;101
9025;JOSE MARIA DE ASSIS 34551506672;JOSE MARIA DE ASSIS;CAMBUI;33;ATIVO;QUA;104
9038;SAULO RICARDO BISCUOLA ME;RESTAURANTE O CASARA;MONTE SIAO;48;ATIVO;TER;601
9040;ANA CLARA SALLES PEREIRA;PORTAO DE CAMBUI EMPORIO;CAMBUI;33;ATIVO;SEG;101
9047;LATICINIO CAMBUIENSE INDUSTRIA E COMERCIO LTDA;LATICINIOS CAMBUIENSE;CAMBUI;33;ATIVO;QUA;104
9049;CRISTINA DA COSTA BUENO;CRISTINA DA COSTA BU;MUNHOZ;13;ATIVO;TER;651
9054;ISABELA FARIA REZENDE FERREIRA LTDA;ALPMINAS;CAMANDUCAIA;35;ATIVO;SEG;304
9057;MARIA LUCIA DOS SANTOS SILVA;RESTAURANTE MINEIRIN;CAMBUI;35;ATIVO;QUI;152
9071;24.291.036 VANILSON DJALMA RIBEIRO DOS SANTOS;ARMANDUS BAR;BUENO BRANDAO;46;ATIVO;SEG;251
9100;CAIKE COSTA FERNANDES DIOGO EPP;CAIKE COSTA FERNANDES DIOGO EP;EXTREMA;40;ATIVO;TER;401
9111;DROGARIA SBORGES PINHEIRO LTDA ME;AMERICANA SAUDE;JACUTINGA;48;ATIVO;SEG;551
9112;M PANIFICADORA LTDA  ME;M PANIFICADORA LTDA  ME;CAMBUI;33;ATIVO;SEG;101
9116;MARCOS ALVEZ DE OLIVEIRA;TRAILLER DO MARCOS;OURO FINO;45;ATIVO;QUA;703
9119;CANDIDO SOBRINHO DE SOUZA 60552638587;CANDIDO SOBRINHO DE SOUZA 6055;EXTREMA;40;ATIVO;SEG;411
9121;SEBASTIAO CARLOS DE SOUZA 06186870685;RESTAURANTE LAZO BERNARDO;SENADOR AMARAL;13;ATIVO;QUI;751
9122;MARCOS DE JESUS;BAR DO MARQUINHO;MONTE SIAO;48;ATIVO;TER;600
9125;ROSELI BRAS DA SILVA;RESTAURANTE DA ROSELI;CAMANDUCAIA;42;ATIVO;QUA;302
9126;DANTAS MERCEARIA LTDA;DANTAS MERCEARIA;MUNHOZ;13;ATIVO;TER;652
9128;SANDRA L. SARTORIO;SANDRA L. SARTORIO;JACUTINGA;48;ATIVO;QUA;553
9129;SEBASTIAO DO COUTO ME;COMERCIAL SANTO EXPE;CAMANDUCAIA;42;ATIVO;QUI;301
9133;YRAN GLAUBER DE SOUZA;YRAN GLAUBER DE SOUZ;CAMBUI;33;ATIVO;QUA;104
9145;JOAO HALLEY DOS SANTOS 34553274604;KI FOME;CAMBUI;33;ATIVO;TER;102
9150;ELIZIA MARIA PEREIRA SANTOS;ELIZIA MARIA PEREIRA;BORDA DA MATA;35;ATIVO;QUA;801
9154;ARLINDO BATISTA FILHO 91515203891;EMPORIO VARIEDADES;EXTREMA;35;ATIVO;TER;854
9163;20.791.469 CRISTIANO PEREIRA SANTOS;CRISTIANO PEREIRA SANTOS;OURO FINO;46;ATIVO;QUA;557
9165;SANDRA APARECIDA DA SILVA CALIXTO;SANDRA APARECIDA DA SILVA CALI;ITAPEVA;42;ATIVO;SEG;406
9167;APARECIDO ROSIMARIO DOS SANTOS;APARECIDO ROSIMARIO;SENADOR AMARAL;13;ATIVO;QUI;502
9168;COMERCIO DE CARNES SANTOS E SILVA LTDA;COMERCIO DE CARNES S;SENADOR AMARAL;13;ATIVO;QUI;751
9171;TATIANE SANTANA SILVA;SORVETES TRES DELICIAS;EXTREMA;40;ATIVO;TER;404
9172;PAULO RICARDO ALEXANDRE PEREIRA 05799467620;BAR DO PIMENTA;BUENO BRANDAO;46;ATIVO;SEG;251
9173;ANTONIO RAIMUNDO SOARES DE NOVAES 61226882587;BAR ENCONTRO DO COWBOY;ITAPEVA;13;ATIVO;QUI;502
9177;JORGE CLAUDIO DA SILVA PAES;BAR DO PARAIBA;BORDA DA MATA;46;ATIVO;QUI;202
9186;VALCIR BUENO 17248243841;VALCIR BUENO;CAMANDUCAIA;14;ATIVO;SEG;305
9191;FATIMA PEREIRA DA CUNHA 77000145668;FATIMA SALGADOS;INCONFIDENTES;46;ATIVO;TER;451
9194;JOSE ARNALDO SANDES DE ARAUJO;BAR DO ARNALDO;CAMANDUCAIA;42;ATIVO;QUI;301
9195;ELIETE GALVAO DE SANTANA;ELIETE GALVAO DE SAN;MUNHOZ;13;ATIVO;QUI;502
9198;JUSCELENE ZUCARELLI SIMIAO;EMPORIO SANTA GULA;OURO FINO;45;ATIVO;QUA;703
9206;RIROMATO COMERCIO DE LATICINIOS;ESTACAO MINEIRA;MONTE SIAO;48;ATIVO;TER;601
9213;ADELSON MESSIAS AMANCIO;CASA DE QUEIJOS SER MINEIRO;CAMANDUCAIA;35;ATIVO;SEG;304
9220;OLACIR LUIZ PEREIRA;SAO MATEUS;MONTE SIAO;48;ATIVO;QUI;605
9226;WILLIAN ALVES DE AZEVEDO LTDA;MEGA ESFIHA;CAMBUI;33;ATIVO;QUA;104
9230;PADARIA TEM PAO LTDA;PADARIA TEM PAO;JACUTINGA;48;ATIVO;QUA;553
9234;BENEDITO PIO DE ALMEIDA;BENEDITO PIO DE ALME;ESTIVA;35;ATIVO;QUI;152
9243;HELTON RICARDO DA SILVA;GREEN BEER;OURO FINO;45;ATIVO;QUI;704
9251;COMERCIO DE MERCADORIAS DANTAS LTDA;SUPERMERCADO DANTAS;MUNHOZ;13;ATIVO;QUI;502
9255;DORIVAL XAVIER DE SOUZA;DORIVAL XAVIER DE SOUZA;CAMBUI;33;ATIVO;SEG;101
9258;CASA DO PEREGRINO LTDA ME;POUSADA DON PAOLO;OURO FINO;45;ATIVO;QUA;703
9278;CERVEJARIA EXTREMOSA LTDA;CERVEJARIA EXTREMOSA;EXTREMA;40;ATIVO;SEG;409
9280;MARIA JOSE RIBEIRO DA SILVA;MERCADO BOM D+;EXTREMA;35;ATIVO;TER;852
9292;GOSTO DA ROCA QUEIJOS E DOCES;GOSTO DA ROCA;CAMANDUCAIA;35;ATIVO;SEG;304
9295;GILBERTO TORRES DA SILVA;BAR DO GILBERTO;MONTE SIAO;48;ATIVO;QUI;602
9301;SODEXO DO BRASIL COMERCIAL SA  M;CENTAUROS;BELO HORIZONTE;14;ATIVO;QUI;410
9306;JANDYRA ANDRADE FERRAZ;BAR JJ;BOM REPOUSO;13;ATIVO;SEG;150
9307;ADRIANA DE FATIMA BRANDAO;SUPERMERCADO DO DUDU;BOM REPOUSO;13;ATIVO;SEG;150
9308;LEONI COSTA PEREIRA ME;LIDER RIO;CAMBUI;35;ATIVO;QUI;152
9314;RAQUEL POUTRONIERI ROCHA;RR SALGADOS;OURO FINO;45;ATIVO;TER;702
9316;CLEUZA BENEDITA VILAS BOAS GARCIA 05349798669;CLEUZA BENEDITA VILAS BOAS;OURO FINO;45;ATIVO;QUI;704
9318;EMANOEL DE OLIVEIRA BARBOSA;BAR DO BAIANO;POUSO ALEGRE;35;ATIVO;QUA;801
9322;JOANA DARC GALVAO;JOANA DARC GALVAO;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
9333;ELEANDRA FRANCO DE LIMA;ETA TREM BAO;CORREGO DO BOM JESUS;35;ATIVO;QUI;351
9339;ANTONIO RODRIGUES;BAR DO ANTONIO;BUENO BRANDAO;46;ATIVO;SEG;251
9347;PRISCILA PAULO DE OLIVEIRA PIRES;ADEGA D2;JACUTINGA;48;ATIVO;QUA;553
9361;PUTINI & SILVA LTDA;AUDIOTECH AUTO SOM;OURO FINO;45;ATIVO;SEG;701
9366;ADICAO DISTRIBUICAO EXPRESS S/A;SUPERMERCADOS ABC;CAMBUI;14;ATIVO;QUA;105
9373;RESTAURANTE E PIZZARIA ALDERIO LTDA;CASA DE CARNES ALDERIO;MONTE SIAO;48;ATIVO;TER;600
9378;ADB REZENDE ALIMENTOS  EIRELI;ADB REZENDE ALIMENTOS  EIRELI;CAMBUI;33;ATIVO;TER;102
9384;UNIBOM SUPERMERCADOS LTDA;UNIBOM SUPERMERCADOS;EXTREMA;40;ATIVO;SEG;409
9386;RICHELI DE FATIMA LEITE DA SILVA;RICHELI DE FATIMA LE;JACUTINGA;46;ATIVO;QUA;554
9396;JOSE TARSICIO DINI JUNIOR;BAR DO TARSICIO;BUENO BRANDAO;46;ATIVO;SEG;250
9417;SOUZA E CARVALHO LANCHES LTDA ME;NOVO LANCHE DO TONIN;JACUTINGA;48;ATIVO;SEG;551
9433;DJALMA LUCIO DA SILVA;EMPORIO COISAS DE MI;ITAPEVA;42;ATIVO;TER;501
9435;CELSO PUTTINI;CELSO PUTTINI;CORREGO DO BOM JESUS;10;ATIVO;SEG;1
