Codigo;Cod. CIA;Descrição;Complemento;UN;Grupo;Categoria;Marca;Saldo Atual;Custo G;Custo C;Custo UE;Data UE;Fat.GN;Peso Bruto;Peso Líquido;Vol Embalagem;Qtda por Pallet;Qtda por Lastro;Grp Carg;Seq Grp Carg;Cx/Emb;Pos Item;Rest Gaiola;Qnt Emb;Qnt Chapatex;Situação;Descicao Fiscal
 56327;00056327;FTA LARANJA RETORNAVEL 2L P   ;9X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.068-FANTA             ;         97,0000000 ;       42,48;       38,75;       42,48; 8/01/26; 3,17013;   21,800;   21,800;   1;  50; 10;  1;  8;  3;  2;   ;0009;00;ATIVO  ;                                                                                                    ;
 56760;00056760;FTA MARACUJA LATA 350ML C/6   ;6X350ML   ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.042-COCA-COLA         ;                    ;       13,49;       12,49;       13,49;25/11/25;  ,36984;    2,284;    2,284;   1; 540; 45; 60; 35; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
 56320;00056320;FTA UVA RETORNAVEL 2L C/9     ;9X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.068-FANTA             ;         34,0000000 ;       42,48;       38,75;       42,48; 6/01/26; 3,17013;   21,800;   21,800;   1;  50; 10;  1; 10;  3;  2;   ;0009;00;ATIVO  ;                                                                                                    ;
 55464;00055464;FTLAR BAG 5L                  ;1X5L      ;UN;001-REFRIG                    ;001.130-5 LITROS              ;001.130.010-FANTA BAG         ;         31,0000000 ;      148,74;      135,36;      148,74; 8/01/26; 4,75519;    5,000;    5,000;   1; 100; 10; 90; 20; 65;130;   ;0001;00;ATIVO  ;                                                                                                    ;
 55445;00055445;FTLAR LATA 350ML C6 UNID      ;6X350ML   ;CX;001-REFRIG                    ;001.063-11.8Onz/350ML=CC      ;001.063.068-FANTA             ;        190,0000000 ;       13,38;       12,38;       13,38; 9/12/25;  ,36984;    2,284;    2,284;   1; 540; 45; 60; 20; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
 55789;00055789;G.KUAT PET2 C/8 UND           ;8X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.238-KUAT              ;        491,0000000 ;       34,87;       31,86;       34,88; 8/01/26; 2,81789;   16,800;   16,800;   1;  75; 15; 20; 60;  6; 90;   ;0008;06;ATIVO  ;                                                                                                    ;
182935;        ;GARRAFA CC KS 24 ULTRA        ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;      47010,0000000 ;            ;            ;            ;        ;  ,00011;     ,011;     ,011;   1; 672; 56;200; 40; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
182936;        ;GARRAFA CC LS ULTRA           ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;       4224,0000000 ;        2,22;        2,22;        2,50;13/06/23;        ;     ,022;     ,022;   1; 672; 56;200; 60; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183093;        ;GARRAFA COCA C. ZERO ULTRA KS ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;       5000,0000000 ;            ;            ;            ;        ;        ;     ,100;         ;   1;  60; 10;200;   ;  1;  1;   ;0001;00;ATIVO  ;                                                                                                    ;
182873;        ;GARRAFA COCA COLA REFPET L2   ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;        2,00;        2,00;        2,00;30/12/20;  ,00011;     ,011;     ,011;   1;  50; 10;250; 10;  3;  2;   ;0001;00;ATIVO  ;                                                                                                    ;
183461;        ;GARRAFA ESTRELLA GALICIA 600ML;1X600ML   ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;        1,44;            ;        1,44;        ;        ;     ,600;     ,600;   1; 672; 56;200;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183775;        ;GARRAFA FANTA KS 290ML NORDIC ;1X 1UN    ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ;  ,10567;         ;         ;   1; 672; 56;   ;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
182902;        ;GARRAFA KUAT KS               ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;      11280,0000000 ;        1,20;            ;        1,20;        ;  ,10567;         ;         ;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
182882;        ;GARRAFA LS COCA-COLA 1L       ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ;  ,00011;     ,110;     ,110;   1; 672; 56;200; 40; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183831;        ;GARRAFA LS ULTRA LISA 1L      ;1X1L      ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;       6419,0000000 ;         ,85;         ,85;        3,10;21/11/25;        ;     ,022;     ,022;   1; 672; 56;200; 60; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183141;        ;GARRAFA REFPET 2L             ;1X2L      ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;     111267,0000000 ;        3,01;        3,01;        3,31; 9/12/25;  ,00011;     ,011;     ,011;   1;  50; 10;250; 10;  3;  2;   ;0001;00;ATIVO  ;                                                                                                    ;
183471;        ;GARRAFA THZ RGB 600ML         ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;   10,000;         ;   1; 672; 56;  1; 55; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
182876;        ;GARRAFEIRA PLASTICA REF PET 2L;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;     118727,0000000 ;       19,47;       19,47;       14,00;30/12/20;        ;     ,011;     ,011;   1; 672; 56;200; 20; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
118286;00118286;GAS CARBONICO 6,5KG           ;1X6,5KG   ;UN;023-GAS CO2                   ;023.001-GAS CO2               ;023.001.001-WHITE MARTINS     ;                    ;      230,96;      171,87;      230,96;23/04/25; 1,00000;   23,000;   23,000;   1;  35; 35;  1; 11;  9;  8;   ;0001;00;ATIVO  ;                                                                                                    ;
401294;00401294;GEL 1P 0127L MO 220V VR04 MONS;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;  1; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401838;00401838;GEL 1P 0180L CC 220V ALPUN EVC;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400724;00400724;GEL 1P 0230L CC 220V ALPUN VRS;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;  1; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401668;00401668;GEL 1P 0230L EG 220V ALPUN CCV;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;  1; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401736;00401736;GEL 1P 0230L EI 220V ALPUN CCV;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
  2341;00401295;GEL 1P 0230L MO 220V VR08 MONS;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;     2350,51;            ;            ;        ; 1,00000;  120,000;  120,000;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
401293;00401293;GEL 1P 0230L MO 220V VR08 MONS;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;     2350,51;            ;     2350,51;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401842;00401842;GEL 1P 0230L MONSTER  BIV GELO;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400722;00400722;GEL 1P 0420L CC 220V ALPUN VRS;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;  1; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400377;00400377;GEL 1P 0420L CC 220V GELOP GVR;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;  1; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400375;00400375;GEL 1P 0420L CC 220V MFRIO    ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250; 10; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400383;00400383;GEL 1P 0420L CC 220V MFRIO VB4;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;     2669,69;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401788;00401788;GEL 1P 230L CC 220V ALP VR08 S;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401817;00401817;GEL 1P 230L CC BIV ALP VR08 SC;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;     3600,52;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
  2355;00401434;GEL 1P 230L HEINEKEN          ;          ;UN;999-CERVEJA                   ;999.999-10.48 Onz / 310 ML=C  ;999.999.999-SPRITE            ;                    ;     2115,57;            ;     2000,00;        ; 1,00000;  120,000;  120,000;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
401798;00401798;GEL 1P 420L CC BIV ALP VRS16 S;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;     3414,94;            ;            ;        ; 1,00000;  200,000;  200,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
400763;00400763;GEL 4P 0470L CC 220V FAST LANE;1XUN      ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  150,000;  150,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401827;00401827;GEL 4P 470L CC BIVO MFRIO FAST;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  150,000;  150,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401846;00401846;GELT 1P 0180L MON BIVOLT ALPUN;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401869;00401869;GELT 1P 0180L MON BIVOLT ALPUN;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401476;00401476;GELT 1P 0230L EISEN 220V ALPUN;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401705;00401705;GELT 1P 0296L EISEN 220V MTFR ;1X1UN     ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  120,000;  120,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
401824;00401824;GELT 1P 230L MON BIVOLT ALPUN ;1X1       ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ; 1,00000;  150,000;  150,000;   1; 672; 56;   ;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
139439;00139439;GIN TANQUERAY GAR VD 750ML 1UN;1X750ML   ;UN;012-SPIRITS                   ;012.126-GIN                   ;012.126.003-TANQUERAY         ;                    ;       87,34;       82,26;       87,34;30/08/24;  ,13208;    1,310;    1,000;   1; 672; 56;  1;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
183081;        ;GR SPRITE KS 24 290MJ ULTRA   ;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;                    ;            ;            ;            ;        ;        ;     ,200;         ;   1;  60; 10;200;   ;  1;  1;   ;0001;00;ATIVO  ;                                                                                                    ;
   429;        ;GRADIL MONTADO PARAFUSADO     ;500X25    ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;         46,0000000 ;      290,98;      290,98;      290,98; 4/07/25; 1,00000;  500,000;  500,000;   1; 672; 56;250;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
 55793;00055793;GUARAPAN PET 2L C/8           ;8X2L      ;CX;001-REFRIG                    ;001.041-67.6 Onz / 2 LITROS   ;001.041.237-GUARAPAN          ;         54,0000000 ;       40,24;       36,65;       40,24;29/12/25; 2,81789;   16,800;   16,800;   1;  75; 15; 20; 71;  6; 90;   ;0008;06;ATIVO  ;                                                                                                    ;
141054;00141054;HALLS CEREJA 28G CX21 588G    ;21 X 28G  ;CX;013-BALAS E GOMAS             ;013.009-BALAS                 ;013.009.001-HALLS             ;         69,0000000 ;       23,26;       17,31;       23,31; 9/01/26;  ,10355;     ,300;     ,300;   1; 500;100;140;360; 86; 90;   ;0021;00;ATIVO  ;                                                                                                    ;
141207;00141207;HALLS EXTRA FORTE 27,5G CX21  ;21X27.5G  ;CX;013-BALAS E GOMAS             ;013.009-BALAS                 ;013.009.001-HALLS             ;         53,0000000 ;       23,30;       17,34;       23,31; 9/01/26;  ,10170;     ,300;     ,300;   1; 500;100;140;520; 86; 90;   ;0021;00;ATIVO  ;                                                                                                    ;
141059;00141059;HALLS MELANCIA CX21 588G      ;21X588GR  ;CX;013-BALAS E GOMAS             ;013.009-BALAS                 ;013.009.001-HALLS             ;         48,0000000 ;       23,27;       17,32;       23,31;16/12/25;  ,10355;     ,300;     ,300;   1; 500;100;140;372; 86; 90;   ;0021;00;ATIVO  ;                                                                                                    ;
141056;00141056;HALLS MENTA 28G CX21 588G     ;          ;CX;013-BALAS E GOMAS             ;013.009-BALAS                 ;013.009.001-HALLS             ;         42,0000000 ;       23,21;       17,27;       23,31; 8/12/25;  ,10355;     ,300;     ,300;   1; 500;100;140;370; 86; 90;   ;0021;00;ATIVO  ;                                                                                                    ;
141057;00141057;HALLS MORANGO 28G CX21        ;21 X 28G  ;CX;013-BALAS E GOMAS             ;013.001-SLAB                  ;013.001.001-MENTOS            ;         80,0000000 ;       23,30;       17,34;       23,31; 9/01/26;  ,10355;     ,300;     ,300;   1; 500;100;140;380; 86; 90;   ;0021;00;ATIVO  ;                                                                                                    ;
119112;00119112;ICE TEA PESSEGO PET 250ml (12);12X250ML  ;CX;004-CHAS                      ;004.004-10.1 Onz / 300 ML=CC  ;004.004.001-MATTE COPO        ;                    ;       12,84;       11,60;       12,84;29/05/24;  ,52835;    3,000;    3,000;   1; 270; 30; 55;140; 37;115;   ;0012;09;ATIVO  ;                                                                                                    ;
   431;        ;IMPRESSORA ECO TANK EPSON M112;          ;UN;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;          1,0000000 ;     1199,00;     1199,00;     1199,00;30/10/25; 1,00000;  500,000;  500,000;   1; 672; 56;130;   ; 47;420;   ;0001;00;ATIVO  ;                                                                                                    ;
 56773;00056773;JACK E COKE LATA 350ML C6     ;6X350ML   ;CX;014-MIXED DRINKS              ;014.127-LATA 350ML            ;014.127.001-JACK DANIEL´S     ;                    ;       49,73;       46,82;       49,74;19/03/25;  ,36984;    2,284;    2,284;   1; 540; 45; 60;310; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
903384;00139068;KAISER LATAO 473 ML C/12UND   ;12X473ML  ;CX;002-CERVEJA                   ;002.017-16 Onz / 473 ML=CC    ;002.017.088-KAISER            ;                    ;       33,96;       31,20;       33,96;11/06/24;  ,99964;    7,920;    7,920;   1; 198; 22; 40; 22; 16; 30;   ;0012;00;ATIVO  ;                                                                                                    ;
119065;00119065;KAPO FRUTAS CITRICAS 200ML    ;12X200ML  ;CX;008-SUCOS                     ;008.037-6.8 Onz / 200 ML=CC   ;008.037.252-KAPO              ;        218,0000000 ;       17,03;       15,39;       17,03;17/12/25;  ,42268;    2,730;    2,730;   1; 304; 28;100; 40; 68;361;   ;0012;00;ATIVO  ;                                                                                                    ;
   101;        ;KIT COCA COMPLETA REF PET     ;1X1       ;CX;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;        500,0000000 ;            ;            ;            ;        ;  ,10567;         ;         ;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
   102;        ;KIT GARRAFA COCA REF PET      ;1X1       ;CX;099-MATERIAL                  ;099.001-MATERIAL              ;099.001.001-MATERIAL          ;        500,0000000 ;            ;            ;            ;        ;  ,10567;         ;         ;    ;    ;   ;   ;   ;   ;   ;   ;0001;00;ATIVO  ;                                                                                                    ;
 56010;00056010;KUAT LATA 350ML C/6           ;6X350ML   ;CX;001-REFRIG                    ;001.004-10.1 Onz / 300 ML=CC  ;001.004.238-KUAT              ;        540,0000000 ;       12,24;       11,30;       12,24; 9/01/26;  ,36984;    2,284;    2,284;   1; 540; 45; 60; 30; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
 55707;00055707;KUAT PET 600ML C/6            ;6X600ML   ;CX;001-REFRIG                    ;001.022-20.3 Onz / 600 ML=CC  ;001.022.238-KUAT              ;                    ;       16,56;       15,31;       16,56;19/08/25;  ,63402;    3,890;    3,890;   1; 240; 40; 50; 50; 17;114;   ;0006;07;ATIVO  ;                                                                                                    ;
 56297;00056297;LATA 220ML CC (06)UNIDADES    ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.049-COCA COLA         ;                    ;       10,44;        9,57;       10,44;27/06/25;  ,23247;    1,434;    1,434;   1; 826; 59; 60; 70; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56053;00056053;LATA 220ML CC 12UN            ;12X220ML  ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.049-COCA COLA         ;       1306,0000000 ;       21,36;       19,60;       21,36; 8/01/26;  ,46495;    2,902;    2,902;   1; 392; 28; 40; 50; 15; 59;   ;0012;03;ATIVO  ;                                                                                                    ;
 56287;00056287;LATA 220ML CC CAFE ESPR C/6   ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.049-COCA COLA         ;        788,0000000 ;       10,80;        9,89;       10,80; 5/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60; 80; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56335;00056335;LATA 220ML CC SEM ACUCAR C/6  ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.048-COCA-COLA ZERO    ;        850,0000000 ;       10,73;        9,85;       10,74; 6/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60; 70; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56337;00056337;LATA 220ML FTA GUARANA C/6    ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.068-FANTA             ;        149,0000000 ;        9,23;        8,50;        9,24; 9/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60;130; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56339;00056339;LATA 220ML FTA LARANJA C/6    ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.068-FANTA             ;        757,0000000 ;        9,77;        8,98;        9,78; 6/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60; 90; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56341;00056341;LATA 220ML FTA UVA C/6        ;6x220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.068-FANTA             ;        313,0000000 ;        9,78;        8,98;        9,78; 9/12/25;  ,23247;    1,434;    1,434;   1; 826; 59; 60;110; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56343;00056343;LATA 220ML KUAT C/6           ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.068-FANTA             ;        283,0000000 ;        9,00;        8,27;        9,00; 9/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60;120; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
 56324;00056324;LATA 220ML SPRITE C/6         ;6X220ML   ;CX;001-REFRIG                    ;001.077-220ml / 7,4oz         ;001.077.068-FANTA             ;        235,0000000 ;        9,78;        8,98;        9,78; 9/01/26;  ,23247;    1,434;    1,434;   1; 826; 59; 60;100; 21;115;   ;0006;03;ATIVO  ;                                                                                                    ;
139753;00139753;LATA 269ML ABSOLUT VODKA SPRIT;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.002-SCHWEPPES         ;                    ;       35,04;       32,98;       35,04;22/12/25;  ,28425;    1,700;    1,700;   1; 708; 59; 60;322; 27;411;   ;0006;00;ATIVO  ;                                                                                                    ;
 56785;00056785;LATA 269ML GIN TONICA SCHW C6 ;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.002-SCHWEPPES         ;                    ;       24,43;       23,00;       24,42;25/02/25;  ,28425;    2,000;    2,000;   1; 590; 59; 60;310; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
 56784;00056784;LATA 269ML PINK GIN TONICA SWP;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.002-SCHWEPPES         ;                    ;       24,42;       22,99;       24,42;26/02/25;  ,28425;    2,000;    2,000;   1; 590; 59; 60;310; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
 56783;00056783;LATA 269ML SCHW SPRITZ C6     ;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.002-SCHWEPPES         ;                    ;       24,42;       22,99;       24,42;26/02/25;  ,28425;    2,000;    2,000;   1; 590; 59; 60;310; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
 56786;00056786;LATA 269ML SCHW VODKA & CITRUS;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.002-SCHWEPPES         ;                    ;       24,42;       22,99;       24,42;25/02/25;  ,28425;    1,700;    1,700;   1; 708; 59; 60;322; 27;411;   ;0006;00;ATIVO  ;                                                                                                    ;
139581;00139581;LATA 269ML SMIRNOFF ICE       ;6X269ML   ;CX;014-MIXED DRINKS              ;014.126-LATA 269ML            ;014.126.001-SMIRNOFF          ;                    ;       28,86;       27,13;       28,86;10/07/24;  ,28425;    2,000;    2,000;   1; 590; 59; 60;310; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
119116;00119116;LATA 290ML ICE TEA LIMAO ZERO ;6X290ML   ;CX;004-CHAS                      ;004.007-CHA LATA 290ML        ;004.007.002-ICE TEA           ;         24,0000000 ;       14,94;       13,49;       14,94; 7/01/26;  ,30644;    1,844;    1,844;   1; 590; 59; 60;258; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
119118;00119118;LATA 290ML MATTE LEAO LIMAO CG;6X290ML   ;CX;004-CHAS                      ;004.007-CHA LATA 290ML        ;004.007.001-MATTE LEAO        ;                    ;       14,94;       13,49;       14,94; 2/12/25;  ,30644;    1,844;    1,844;   1; 590; 59; 60;257; 34;122;   ;0006;00;ATIVO  ;                                                                                                    ;
139766;00139766;LATA 350ML CERPA EXPORT 12UND ;12X350ML  ;CX;002-CERVEJA                   ;002.063-11.8Onz/350ML         ;002.063.090-CERPA             ;          5,0000000 ;       51,00;       46,94;       51,00;12/12/25;  ,73969;    4,594;    4,594;   1; 280; 28; 40; 70; 23;122;   ;0012;00;ATIVO  ;                                                                                                    ;
903750;00139474;LATA 350ML EISENBAHN PILSEN 12;12X350ML  ;CX;002-CERVEJA                   ;002.063-11.8Onz/350ML         ;002.063.241-EISENBAHN         ;       5138,0000000 ;       35,70;       32,96;       35,70;29/12/25;  ,73969;    4,594;    4,594;   1; 280; 28; 40; 70; 23;122;   ;0012;00;ATIVO  ;                                                                                                    ;
 56856;00056856;LATA 350ML FTA MISTERIO CHUCKY;6X350ML   ;CX;001-REFRIG                    ;001.063-11.8Onz/350ML=CC      ;001.063.068-FANTA             ;        886,0000000 ;       13,49;       12,49;       13,49;13/10/25;  ,36984;    2,284;    2,284;   1; 540; 45; 60; 40; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
143010;00143010;LATA269ML JACK E COKE C/6     ;6X269ML   ;CX;014-MIXED DRINKS              ;014.127-LATA 350ML            ;014.127.001-JACK DANIEL´S     ;         21,0000000 ;       38,94;       36,66;       38,94;22/12/25;  ,28425;    2,284;    2,284;   1; 540; 45; 60;310; 22;120;   ;0006;06;ATIVO  ;                                                                                                    ;
119474;00119474;LEAO CHA BRANCO LICHIA ZERO 1,;6X1.5L    ;CX;004-CHAS                      ;004.100-1500ML                ;004.100.011-MATTE LEAO        ;        105,0000000 ;       28,77;       25,99;       28,80;23/12/25; 1,58506;    9,585;    9,585;   1;  88; 22; 30;111; 67; 51;   ;0006;05;ATIVO  ;                                                                                                    ;
119151;00119151;LEAO CHA VERDE LIMAO ZERO 1,5L;6X1500ML  ;CX;004-CHAS                      ;004.100-1500ML                ;004.100.011-MATTE LEAO        ;         14,0000000 ;       28,79;       26,04;       28,80;11/12/25; 1,58506;    9,585;    9,585;   1; 110; 22; 30;130; 12; 50;   ;0006;06;ATIVO  ;                                                                                                    ;
